emp_no,first_name,last_name,birth_date,title,from_date,to_date
207401,Shuji,Barbanera,1/4/1965,Senior Staff,8/10/1987,1/1/9999
207551,Baziley,Falck,1/15/1965,Assistant Engineer,2/18/1995,1/1/9999
207779,Chinya,Kamble,1/16/1965,Senior Staff,5/31/1992,1/1/9999
207980,Remko,Vieth,1/7/1965,Staff,11/22/1990,1/1/9999
208147,Manu,Rothenberg,1/9/1965,Senior Engineer,12/6/1988,1/1/9999
208330,Shen,Flanders,1/11/1965,Senior Staff,7/3/1989,1/1/9999
208639,Larisa,Lukaszewicz,1/27/1965,Staff,10/10/1989,10/30/1996
208653,Phillip,Schade,1/23/1965,Engineer,3/3/1989,1/1/9999
208784,Pranjal,Juneja,1/30/1965,Senior Engineer,3/21/1985,1/1/9999
209101,Xinyu,Edelhoff,1/5/1965,Senior Engineer,10/26/1997,1/1/9999
209443,Krassimir,Garnier,1/19/1965,Senior Staff,1/26/1998,1/1/9999
209456,Adhemar,Leonhardt,1/19/1965,Engineer,11/1/1998,7/27/1999
209565,Dante,Covnot,1/9/1965,Staff,5/28/1989,1/1/9999
209681,Tianruo,Bratten,1/20/1965,Senior Staff,10/10/1997,4/3/1998
209712,Nimmagadda,Baak,1/17/1965,Assistant Engineer,10/30/1987,1/1/9999
209945,Roded,Veevers,1/27/1965,Engineer,10/23/1990,1/8/1996
210017,Shalesh,Lovengreen,1/28/1965,Senior Staff,9/29/1990,1/1/9999
210292,Lihong,Zeilberger,1/18/1965,Staff,4/28/1996,1/1/9999
210449,Gino,Lagarias,1/19/1965,Engineer,6/22/1997,1/1/9999
210529,Adam,Besancenot,1/29/1965,Senior Staff,9/27/1990,2/4/1995
210610,Arco,Crouzet,1/23/1965,Engineer,9/3/1994,9/30/2000
210752,Saniya,Stenning,1/25/1965,Staff,12/10/1986,1/1/9999
210786,Werner,Ranze,1/31/1965,Staff,6/5/1998,1/1/9999
211569,Zhonghua,Snyers,2/1/1965,Senior Staff,10/8/1988,4/23/1989
211858,Domenico,Ratnaker,1/8/1965,Senior Engineer,3/24/1985,1/1/9999
211879,Gao,Ranze,1/12/1965,Engineer,11/24/1994,1/1/9999
211967,Anwar,Bain,1/7/1965,Senior Engineer,1/22/1989,1/1/9999
212074,Tomokazu,Byoun,1/11/1965,Engineer,7/30/1996,4/8/2002
212093,Leni,Henders,1/11/1965,Staff,11/19/1993,1/1/9999
212131,Debatosh,Rajala,1/21/1965,Staff,1/19/1994,4/22/1994
212154,Sailaja,Holburn,1/17/1965,Staff,3/4/1991,1/1/9999
212361,Claudi,Stanfel,1/16/1965,Senior Engineer,1/7/1996,1/1/9999
212703,Kien,Bennis,1/2/1965,Engineer,1/6/1993,3/14/1998
212810,Qingxiang,Swan,1/16/1965,Staff,10/4/1990,3/13/2002
213016,Yongmao,Fontan,1/22/1965,Senior Engineer,7/26/1993,1/1/9999
213140,Tru,Danecki,1/10/1965,Staff,3/31/1997,1/1/9999
213384,Pranas,Narwekar,1/4/1965,Senior Engineer,9/26/1985,1/1/9999
213447,Armond,Perly,2/1/1965,Senior Engineer,9/14/1989,1/1/9999
214184,Sivanarayana,Ranka,1/11/1965,Engineer,10/25/1999,5/3/2001
214215,Xiaoqiang,Cardazo,1/25/1965,Senior Staff,5/28/1993,1/1/9999
214391,Rayond,Klassen,1/15/1965,Staff,9/11/1993,1/1/9999
214427,Peer,Molberg,1/29/1965,Engineer,11/17/1996,1/1/9999
214539,Ingmar,Kohling,1/27/1965,Engineer,4/25/1995,1/1/9999
214634,Shirish,Vickson,1/12/1965,Engineer,10/24/1989,1/1/9999
214789,Arfst,Chepyzhov,1/28/1965,Engineer,2/6/1989,1/1/9999
214807,Prasadram,Qiwen,1/13/1965,Assistant Engineer,9/4/1992,11/25/1997
214866,Gopalakrishnan,Angel,2/1/1965,Senior Engineer,7/5/1997,1/1/9999
214995,Dinkar,Hoppenstand,1/12/1965,Engineer,5/4/1994,1/1/9999
215419,Flemming,Kroha,1/16/1965,Staff,1/23/1995,1/1/9999
215629,Munehiro,Manders,1/15/1965,Senior Staff,5/18/1987,1/1/9999
215746,Sven,Speer,1/8/1965,Staff,7/8/1999,1/1/9999
215843,Pramod,Loncour,1/30/1965,Senior Staff,3/31/1987,1/1/9999
216054,Sahrah,Angiulli,1/24/1965,Staff,7/31/1986,1/1/9999
216062,Shuichi,Anick,1/22/1965,Senior Engineer,11/24/1985,10/26/1999
216246,Francoise,Rullman,1/21/1965,Staff,12/30/1997,1/12/2000
216342,Aiichiro,Cromarty,1/22/1965,Senior Engineer,6/10/1995,1/1/9999
216375,Byong,Gustavson,1/16/1965,Senior Engineer,3/12/1985,1/1/9999
216502,Xiaocheng,Suermann,1/26/1965,Engineer,12/15/1997,1/1/9999
216573,Ashish,Vidya,1/29/1965,Senior Engineer,6/16/1989,1/1/9999
216921,Lena,Lenart,1/22/1965,Senior Staff,12/25/1990,1/1/9999
217026,Otmar,Engberts,1/11/1965,Senior Staff,8/16/1993,1/1/9999
217080,Masami,Puoti,1/12/1965,Senior Engineer,1/21/2000,1/1/9999
217272,Yuchang,Eldridge,1/21/1965,Staff,8/1/1986,1/1/9999
217286,Yannik,Spelt,1/5/1965,Technique Leader,9/22/1992,1/1/9999
217320,Abdelwaheb,Denis,1/10/1965,Engineer,9/10/1993,1/1/9999
217363,Horward,Marzano,1/14/1965,Staff,4/11/1996,1/1/9999
217387,Jianhao,Molenaar,1/21/1965,Senior Engineer,10/22/1987,1/1/9999
217551,Panayotis,Lukaszewicz,1/2/1965,Engineer,6/6/1989,1/1/9999
217800,Shay,Servieres,2/1/1965,Senior Staff,8/6/1998,1/1/9999
218022,Mokhtar,Poupard,1/26/1965,Technique Leader,2/2/1992,1/1/9999
218100,Jiong,Garnham,1/24/1965,Staff,1/2/1990,1/1/9999
218299,Almudena,Genin,1/9/1965,Senior Staff,9/26/1986,11/6/2001
218829,Eckart,Foong,1/17/1965,Staff,11/26/1989,1/28/1996
218831,Unal,DuBourdieux,1/16/1965,Engineer,3/13/1996,1/1/9999
219035,Kristine,Bierman,1/18/1965,Technique Leader,5/13/1988,1/1/9999
219047,Aemilian,Kusalik,1/30/1965,Senior Engineer,5/27/1987,1/1/9999
219052,Marsal,Acton,1/6/1965,Staff,8/2/1995,1/1/9999
219417,Subhrajyoti,Denna,1/29/1965,Staff,7/25/1996,1/1/9999
219497,Moie,Zastre,1/22/1965,Technique Leader,10/11/1991,1/1/9999
219967,Susanna,Reeken,1/16/1965,Senior Staff,3/16/1998,1/1/9999
220029,Demos,Asser,1/17/1965,Senior Engineer,11/4/1985,1/1/9999
220131,Reinhard,Slaats,1/9/1965,Engineer,6/8/1994,1/1/9999
220418,Poorav,Laventhal,1/23/1965,Staff,8/16/1997,1/1/9999
220528,Sibyl,Rabehasaina,1/6/1965,Senior Staff,2/23/1998,1/1/9999
220582,Poornachandra,Zielinski,1/8/1965,Staff,2/13/1996,1/1/9999
220611,Yuping,Babb,1/23/1965,Senior Staff,1/31/1995,1/1/9999
220625,Shigenori,Deville,1/25/1965,Technique Leader,12/24/1992,1/1/9999
220699,Nahid,Gyimothy,1/7/1965,Staff,8/18/1995,1/1/9999
220799,Perla,Orlowska,1/17/1965,Senior Engineer,10/13/1998,1/1/9999
221126,Tesuya,dAstous,1/23/1965,Senior Engineer,11/29/1988,1/1/9999
221367,Saddek,Farris,1/13/1965,Senior Staff,11/6/1990,1/1/9999
221369,Abdulah,Pocchiola,1/28/1965,Engineer,8/28/1996,1/1/9999
221435,Djenana,Marrevee,1/6/1965,Senior Engineer,2/6/1994,1/1/9999
221699,Szabolcs,Georgatos,1/15/1965,Engineer,8/16/1999,2/6/2000
221973,Sangeeta,Kalefeld,1/17/1965,Staff,6/6/1990,1/1/9999
222206,Stein,Uludag,1/21/1965,Senior Staff,1/30/1988,1/1/9999
222311,Miyeon,Billingsley,1/20/1965,Senior Engineer,12/5/1992,1/1/9999
222319,Matt,Chvatal,1/20/1965,Senior Engineer,11/9/1994,1/1/9999
222354,Valdiodio,Schlumberger,1/15/1965,Engineer,8/7/1993,1/1/9999
222616,Badri,Schapire,2/1/1965,Assistant Engineer,1/19/1998,1/1/9999
222701,Lein,Delaune,1/24/1965,Senior Staff,6/30/1990,9/14/1991
222770,Kazuhiko,Kushner,1/22/1965,Senior Engineer,8/1/1995,1/1/9999
222878,Annemarie,Zallocco,1/10/1965,Engineer,5/28/1990,12/1/1996
222926,Limsoon,Erol,1/10/1965,Senior Engineer,12/31/1997,1/1/9999
222952,Gopalakrishnan,Suermann,1/28/1965,Senior Engineer,4/30/1991,1/1/9999
222998,Leaf,Awdeh,1/7/1965,Senior Staff,2/20/1985,10/2/1992
223593,Hidefumi,Moehrke,1/20/1965,Staff,3/4/1998,1/1/9999
223595,Chiranjit,Dredge,2/1/1965,Technique Leader,9/5/1999,1/1/9999
224135,Annemarie,Bressoud,1/2/1965,Engineer,6/23/1998,1/1/9999
224335,Perry,Chachaty,1/29/1965,Senior Engineer,7/22/1985,1/1/9999
224390,True,Shobatake,1/24/1965,Senior Staff,5/17/1996,1/1/9999
224934,George,Miake,1/5/1965,Senior Staff,1/2/1988,1/1/9999
225438,Remmert,Quaggetto,1/14/1965,Staff,4/28/1992,1/1/9999
225601,Masasuke,Genin,1/13/1965,Assistant Engineer,6/25/1994,1/1/9999
225788,Ipke,Kieras,1/8/1965,Engineer,12/18/1995,1/1/9999
225867,Ramalingam,Remmele,1/26/1965,Senior Engineer,9/3/1999,1/1/9999
225964,Mooi,Cooman,1/19/1965,Senior Engineer,6/7/1989,1/1/9999
226216,Giordano,Gini,1/28/1965,Technique Leader,8/14/1993,1/1/9999
226227,Herbert,Erva,1/7/1965,Senior Engineer,9/6/1986,1/1/9999
227354,Gio,Murtha,1/12/1965,Senior Engineer,11/11/1986,1/1/9999
227476,Macha,Schnabel,1/11/1965,Senior Engineer,5/11/1988,1/1/9999
227681,Mikhail,Rousseau,1/30/1965,Staff,11/30/1998,1/1/9999
227899,Garnik,Luce,1/23/1965,Staff,9/15/1998,1/1/9999
227901,Francesca,Azuma,1/26/1965,Staff,6/8/1996,1/1/9999
228098,IEEE,Kroll,1/18/1965,Engineer,5/10/1997,2/17/1998
228248,Yuriy,Plump,1/9/1965,Staff,9/8/1988,1/1/9999
228554,Bilhanan,Brendel,1/3/1965,Senior Staff,12/23/1990,1/1/9999
228575,Takanari,Pelc,1/3/1965,Engineer,8/18/1990,9/25/1992
228766,Nahla,Smailagic,1/11/1965,Senior Engineer,2/12/1993,1/1/9999
229098,Berry,Yurek,1/8/1965,Senior Staff,8/16/1995,1/1/9999
229207,Filipe,Erol,1/30/1965,Senior Engineer,7/11/1997,8/15/1999
229220,Fabrizio,Lichtman,1/21/1965,Senior Engineer,2/9/1987,1/1/9999
229248,Harjit,Terekhov,1/27/1965,Staff,10/19/1995,1/1/9999
229352,Kwangho,Petereit,1/7/1965,Engineer,8/10/1999,5/6/2000
229364,Dulce,Magliocco,1/7/1965,Staff,2/13/1987,2/23/1987
229386,Pohua,Tasistro,1/3/1965,Technique Leader,11/4/1994,1/1/9999
229391,Paloma,Henseler,1/15/1965,Senior Engineer,6/11/1991,1/1/9999
229404,Gilbert,Kilgour,1/11/1965,Staff,4/5/1996,1/1/9999
229547,Moni,Schach,1/3/1965,Staff,7/4/1986,1/1/9999
229690,Mokhtar,Sherertz,1/8/1965,Senior Staff,6/9/1988,11/8/1995
229727,Ewing,Millington,1/23/1965,Engineer,9/28/1999,1/1/9999
229981,Jamaludin,Fordan,1/19/1965,Senior Engineer,2/6/1992,1/1/9999
230002,Tadahiro,Backhouse,1/7/1965,Engineer,10/2/1991,1/1/9999
230126,Bezalel,Radivojevic,1/31/1965,Senior Staff,7/2/1988,1/1/9999
230287,Renny,Alameldin,1/14/1965,Assistant Engineer,9/28/1997,1/1/9999
230354,Yinghua,Lorho,1/31/1965,Staff,8/9/1991,1/1/9999
230498,Kolar,Puppo,1/15/1965,Senior Engineer,4/25/1990,1/1/9999
230579,Shahar,Negoita,1/17/1965,Senior Staff,3/19/1994,1/1/9999
230689,Dietrich,Crabtree,1/14/1965,Senior Staff,5/24/1986,1/1/9999
230821,Toshiki,Raney,1/20/1965,Staff,7/3/1997,3/21/2000
230865,Takushi,Brattka,1/2/1965,Staff,3/9/1999,6/3/1999
231043,Torsten,Slobodova,1/1/1965,Assistant Engineer,7/20/1992,4/1/2000
231069,Trygve,Siksek,1/22/1965,Staff,11/9/1995,1/1/9999
231459,Nectarios,Pramanik,1/28/1965,Assistant Engineer,11/18/1999,1/1/9999
231671,Chandrasekaran,Pearson,1/7/1965,Staff,4/14/1995,1/1/9999
231798,Goetz,Alvarado,1/28/1965,Engineer,12/25/1988,1/1/9999
232178,Etsuo,Anandan,1/29/1965,Staff,12/13/1989,1/1/9999
232209,Nitsan,Rouquie,1/11/1965,Senior Engineer,8/1/1988,1/1/9999
232458,Nikolaus,Yetto,1/4/1965,Staff,9/22/1990,8/22/1992
232496,Peternela,Klerer,1/31/1965,Staff,6/6/1986,6/8/1994
232697,Barry,Ramsak,1/23/1965,Senior Engineer,9/7/1990,1/1/9999
232723,Tesuya,Bugrara,1/14/1965,Engineer,2/13/1993,1/1/9999
233114,Alselm,Gargeya,1/20/1965,Senior Engineer,12/25/1987,1/1/9999
233247,Murthy,Angiulli,1/18/1965,Engineer,8/2/1986,7/21/1998
233394,Khalid,Lenart,1/6/1965,Engineer,12/24/1995,1/1/9999
233397,Fay,Sundgren,1/16/1965,Senior Staff,7/7/1990,1/1/9999
233426,Etsuo,Usery,1/12/1965,Senior Engineer,3/2/1995,1/1/9999
233533,Seongbae,Sluis,1/10/1965,Senior Staff,9/22/1988,6/10/1997
233690,Cedric,Riefers,1/17/1965,Engineer,9/8/1994,1/1/9999
233759,Zissis,Lodder,1/14/1965,Engineer,5/27/2000,1/1/9999
233765,Kotesh,Chachaty,1/20/1965,Engineer,3/25/1991,1/1/9999
233785,Baziley,Ballarin,1/30/1965,Senior Staff,7/28/1987,1/1/9999
233818,Kellie,Heydon,1/1/1965,Engineer,11/11/1985,1/1/9999
234195,Luerbio,Terkki,1/7/1965,Staff,5/14/1991,1/1/9999
234278,Tzu,Impagliazzo,1/20/1965,Staff,11/14/1990,12/5/1993
234739,Foong,Aamodt,1/31/1965,Senior Engineer,6/28/1986,1/1/9999
235017,Irena,Dratva,1/17/1965,Senior Staff,9/7/1991,1/1/9999
235096,Sverrir,Gyimothy,1/21/1965,Staff,7/30/1995,1/1/9999
235269,Keiichiro,Feldmann,1/31/1965,Staff,12/20/1997,12/30/1998
235325,Gro,Prochazka,1/6/1965,Engineer,10/16/1992,1/1/9999
235368,Anneli,Joslin,1/9/1965,Senior Engineer,4/12/1987,1/1/9999
235458,Gio,Heuser,1/5/1965,Senior Staff,6/28/1992,1/1/9999
235546,Tianruo,Speer,1/17/1965,Staff,10/30/1985,3/26/1989
235729,Henk,Anger,2/1/1965,Staff,1/19/1993,1/1/9999
235780,Sampalli,Bergere,1/17/1965,Senior Engineer,4/8/1994,1/1/9999
235793,Jayesh,Spinelli,1/3/1965,Senior Engineer,1/16/1999,1/1/9999
236315,IEEE,Raczkowsky,1/31/1965,Technique Leader,7/24/1996,1/1/9999
236559,Berna,Nanard,1/20/1965,Senior Engineer,8/20/1989,3/18/1991
236566,Yechezkel,Maginnis,1/17/1965,Staff,12/11/1992,1/1/9999
236591,Insup,Reinhard,1/11/1965,Senior Staff,4/8/1985,1/1/9999
236827,Almudena,Rijckaert,1/28/1965,Senior Engineer,2/16/1994,1/1/9999
236883,Huan,Olivero,1/27/1965,Staff,11/19/1999,1/1/9999
236964,Adel,Foote,1/17/1965,Staff,8/19/1998,3/20/2000
237289,Brendon,Fritzsche,1/24/1965,Staff,1/19/1998,12/18/1999
237400,Guadalupe,Perri,1/24/1965,Technique Leader,6/27/1996,8/21/1999
237590,Annemarie,Irland,1/25/1965,Staff,7/30/1991,9/4/1996
238112,Miomir,Frezza,1/12/1965,Technique Leader,5/25/1991,1/1/9999
238252,Uno,Suppi,1/9/1965,Staff,12/27/1996,1/1/9999
238422,Vishv,Angelov,1/10/1965,Senior Staff,3/8/1988,1/1/9999
238949,Minghong,Cronin,1/9/1965,Senior Staff,10/4/1987,1/1/9999
239067,Tadahiko,Pocchiola,1/11/1965,Staff,4/2/1996,1/1/9999
239244,Abdulla,Kitai,1/13/1965,Staff,2/20/1987,1/1/9999
239415,Susumu,Brender,1/1/1965,Senior Engineer,4/17/1993,1/1/9999
239426,Vesna,Fairtlough,1/8/1965,Engineer,5/7/2002,1/1/9999
239581,Guangming,Marquardt,1/18/1965,Staff,6/6/1997,3/21/2001
239664,Sugwoo,Michaels,1/4/1965,Senior Engineer,8/2/1992,1/1/9999
239706,Arunas,Bugrara,1/15/1965,Assistant Engineer,4/3/1997,1/1/9999
239748,Bilhanan,Dusink,1/23/1965,Staff,6/4/1988,1/1/9999
239803,Oscal,Ernst,1/30/1965,Senior Staff,5/19/1992,1/1/9999
240011,Heather,Luef,1/27/1965,Technique Leader,2/24/1989,7/14/1992
240132,Mizuhito,Kobara,2/1/1965,Staff,8/9/1996,1/1/9999
240236,True,Tischendorf,1/24/1965,Senior Engineer,1/19/1986,1/1/9999
240253,Shrikanth,Ramaiah,1/16/1965,Engineer,5/12/1995,10/15/2000
240285,Kolar,Greenaway,1/23/1965,Staff,11/14/1998,1/1/9999
240340,Mack,Staylopatis,1/14/1965,Senior Engineer,4/2/1985,1/1/9999
240438,Temple,Cyre,1/2/1965,Staff,9/30/1992,1/1/9999
240870,Francesca,Chorvat,1/6/1965,Senior Staff,3/3/1985,3/17/1992
241100,Cedric,Molenaar,1/23/1965,Engineer,10/6/1990,1/1/9999
241254,Jagoda,Anguita,1/15/1965,Senior Engineer,5/11/1993,1/1/9999
241292,Uri,Lampe,1/29/1965,Senior Staff,10/17/1987,12/11/2001
241567,Emran,Miara,1/18/1965,Senior Engineer,5/2/1989,1/1/9999
241667,Atilio,Olivero,1/28/1965,Engineer,9/4/1985,1/1/9999
241728,Limsoon,Boudaillier,1/30/1965,Senior Engineer,8/12/1995,8/8/1999
241872,Bluma,Fetvedt,1/11/1965,Staff,11/14/2001,1/1/9999
241917,Wuxu,Poupard,2/1/1965,Staff,2/15/1994,9/25/1995
241952,Maya,Anandan,1/20/1965,Staff,6/28/1996,11/7/1997
242019,Herb,Murrill,1/9/1965,Senior Engineer,10/28/2001,1/1/9999
242081,Tomokazu,Pargas,1/12/1965,Assistant Engineer,11/15/1996,1/1/9999
242104,Richara,Sudkamp,1/5/1965,Staff,9/5/1989,1/1/9999
242237,Hidde,Papsdorf,1/21/1965,Senior Staff,11/7/1998,11/23/1998
242314,Miyeon,Burnard,1/11/1965,Engineer,2/7/1985,12/13/1985
242500,Bingning,Iisaku,1/8/1965,Staff,6/26/1989,1/1/9999
242611,Frazer,Flanders,1/18/1965,Engineer,8/25/1995,9/25/2000
242800,Kazuyasu,Levergood,1/11/1965,Engineer,2/10/1996,1/1/9999
242867,Paddy,Nittel,1/4/1965,Engineer,11/10/1999,4/14/2000
243018,Bowen,Deverell,1/2/1965,Senior Staff,12/27/1998,1/1/9999
243077,Kazunori,Perz,2/1/1965,Senior Engineer,2/25/1999,1/1/9999
243576,Abdulah,Lodder,1/4/1965,Senior Staff,11/10/1996,1/1/9999
243637,Marjo,Delgrange,1/16/1965,Staff,6/24/1990,1/1/9999
243898,Arch,Basawa,1/9/1965,Staff,5/10/1998,1/1/9999
244308,Mokhtar,Rebaine,1/10/1965,Staff,7/23/1991,1/1/9999
244605,Masoud,Suwa,1/22/1965,Staff,11/25/1989,10/10/1998
244624,Boaz,Seuren,1/31/1965,Staff,3/27/1987,1/1/9999
244711,Rosli,Butner,1/25/1965,Engineer,3/20/1991,1/1/9999
244714,Poorav,Clouatre,1/27/1965,Senior Engineer,5/6/1996,1/1/9999
244820,Shigenori,Hertweck,1/15/1965,Engineer,4/13/1987,1/1/9999
244873,Arunachalam,Oppitz,1/4/1965,Senior Staff,5/20/1986,1/1/9999
245164,Filipp,Winter,1/23/1965,Senior Engineer,10/24/1996,1/1/9999
245396,Gift,Bottner,1/31/1965,Senior Staff,3/4/1995,1/1/9999
245664,Manohar,Kilgore,1/18/1965,Staff,11/17/1998,1/1/9999
246146,Zhongwei,Melski,1/30/1965,Senior Engineer,9/4/1987,1/1/9999
246244,George,Casperson,1/9/1965,Staff,1/20/2000,1/1/9999
246364,Alper,Tiemann,1/6/1965,Engineer,10/29/1998,1/1/9999
246764,Shuzo,Czaja,1/4/1965,Staff,11/29/1997,1/1/9999
246798,Tianruo,Strooper,1/9/1965,Senior Staff,12/7/2001,1/1/9999
246902,Shih,Shanbhogue,1/27/1965,Staff,4/19/1998,1/1/9999
247089,Seongbae,Schahn,1/17/1965,Staff,12/10/1992,1/1/9999
247122,Xiaobin,Narlikar,1/23/1965,Senior Staff,2/14/1992,1/1/9999
247447,Tzu,Bakhtari,1/28/1965,Senior Engineer,3/18/1994,1/1/9999
247456,Masako,Bahk,1/16/1965,Engineer,7/31/1997,1/1/9999
247612,Chiranjit,Constantine,1/4/1965,Engineer,5/25/1997,1/1/9999
247875,Xiong,Anick,1/2/1965,Senior Staff,4/23/1991,1/1/9999
247888,Abdelghani,Lagarias,1/15/1965,Senior Engineer,9/6/1985,1/1/9999
248094,Valeska,Lupu,1/31/1965,Staff,9/21/1998,4/6/2002
248256,Sajjan,Falby,1/5/1965,Staff,8/29/1996,1/1/9999
248351,Jaana,Milicia,2/1/1965,Senior Staff,6/2/1985,1/1/9999
248758,Snehasis,Muhlberg,2/1/1965,Senior Staff,12/25/1994,1/1/9999
248953,Percy,Sudbeck,1/29/1965,Assistant Engineer,8/29/1996,1/1/9999
249239,Hideyuki,Decleir,1/21/1965,Senior Engineer,5/4/1994,1/1/9999
249325,Ute,Pokrovskii,1/26/1965,Staff,6/9/1997,1/1/9999
249433,Ayonca,Matzov,1/16/1965,Senior Engineer,6/3/1988,1/1/9999
249451,Gopalakrishnan,Pehl,1/6/1965,Engineer,3/15/1995,6/10/2001
249504,Dmitry,Velardi,1/7/1965,Engineer,10/20/1995,1/1/9999
249780,Nechama,Gaughan,1/12/1965,Assistant Engineer,1/16/1986,7/9/1993
249799,Jolita,Neimat,1/4/1965,Senior Engineer,12/27/1993,1/1/9999
249866,Steen,Gubsky,1/15/1965,Senior Staff,1/14/1989,1/1/9999
249969,Georgi,Luiz,1/21/1965,Senior Engineer,6/10/1991,1/1/9999
250411,Ranga,Sommen,1/27/1965,Staff,1/20/1989,1/1/9999
250452,Alexius,Plavsic,1/14/1965,Senior Engineer,1/17/2000,1/1/9999
250748,Kish,Turnbull,1/27/1965,Senior Engineer,2/10/1987,1/1/9999
251166,Hinrich,Hooghiemstra,1/22/1965,Senior Staff,10/5/1985,1/1/9999
251233,Yucel,Bernini,1/7/1965,Senior Engineer,2/19/1993,1/1/9999
251301,Pintsang,Impagliazzo,1/30/1965,Senior Staff,5/6/1989,1/1/9999
251341,Divier,Kumaresan,1/11/1965,Staff,12/5/1992,1/1/9999
251403,Utpal,DuBourdieux,1/1/1965,Technique Leader,11/19/1997,1/1/9999
251437,Shichao,Iwayama,1/20/1965,Engineer,10/17/1989,1/1/9999
251645,Bezalel,Tsunoo,1/6/1965,Staff,6/17/1992,1/1/9999
251680,Moty,Sommen,1/5/1965,Senior Engineer,8/14/1990,1/1/9999
251814,Mitsuyuki,Zockler,1/1/1965,Technique Leader,9/14/1998,1/1/9999
252185,Chaosheng,Conta,1/1/1965,Engineer,4/14/1997,1/1/9999
252241,Zito,Alvarado,1/15/1965,Senior Staff,7/7/1986,9/18/2000
252316,Gill,Niizuma,1/7/1965,Senior Engineer,10/8/1994,1/1/9999
252318,Keung,Simmel,1/30/1965,Technique Leader,11/17/1995,6/24/2002
252392,Sanjeeva,Peron,1/1/1965,Senior Engineer,12/26/1993,1/1/9999
252592,Sachem,McDermid,1/12/1965,Senior Engineer,4/30/1987,12/2/1987
253029,Thodoros,Thimonier,1/13/1965,Engineer,4/5/1995,1/1/9999
253707,Insup,Hainaut,1/5/1965,Staff,2/11/1998,1/1/9999
253838,Stafford,Terlouw,1/28/1965,Assistant Engineer,2/21/1999,1/1/9999
253893,Huiqun,Trystram,1/4/1965,Senior Engineer,5/10/1993,1/1/9999
254044,Gunilla,Brendel,1/16/1965,Engineer,4/10/1992,1/1/9999
254399,Armond,Lores,1/24/1965,Technique Leader,9/16/1999,1/1/9999
254591,Mamdouh,Lodder,1/8/1965,Staff,3/23/1986,12/9/1991
254787,Mohan,Chepyzhov,1/3/1965,Senior Engineer,4/6/1995,5/26/1996
254821,Tonny,Couchot,1/24/1965,Staff,12/12/1994,1/1/9999
254916,Serenella,Couchot,1/31/1965,Senior Staff,1/25/2001,4/13/2001
255466,Huan,Roccetti,1/18/1965,Senior Engineer,7/3/1985,1/1/9999
255657,Oldrich,Cyre,1/20/1965,Engineer,2/10/1985,1/1/9999
255779,Heejo,Merle,1/31/1965,Technique Leader,9/4/1997,1/1/9999
256078,Duke,Picaronny,1/20/1965,Staff,3/23/1995,4/5/1995
256216,Halsur,Brodal,1/1/1965,Engineer,11/22/1997,1/1/9999
256837,Bezalel,Jording,1/10/1965,Staff,1/16/1991,11/19/1998
256856,Hongzue,Barbanera,1/3/1965,Staff,6/17/1987,1/1/9999
256881,Ioana,Jakobus,1/3/1965,Senior Engineer,8/10/1990,1/1/9999
256888,Heather,Pehl,1/3/1965,Staff,9/15/1993,1/1/9999
257062,Stabislas,Pardalos,1/24/1965,Engineer,6/21/1989,1/1/9999
257378,Pascal,Bernatsky,1/6/1965,Senior Staff,9/3/1988,1/1/9999
257469,Anyuan,Hanratty,1/22/1965,Senior Staff,1/6/1988,1/1/9999
257484,Shaowei,Nicolson,1/1/1965,Senior Staff,12/7/1986,1/1/9999
257624,Adhemar,Dalphin,1/16/1965,Staff,6/2/1990,8/26/2000
257799,Sushant,Riefers,1/26/1965,Senior Engineer,12/5/1987,1/8/1998
258028,Mountaz,Reinhart,1/7/1965,Engineer,7/3/2001,1/1/9999
258124,Mariusz,Zolotykh,1/17/1965,Senior Staff,7/28/1990,1/1/9999
258363,Tayeb,Veevers,1/17/1965,Staff,10/10/1986,5/24/1991
258376,Jaber,Falco,1/5/1965,Engineer,10/1/1995,10/11/1995
258470,Weiwu,Butner,1/4/1965,Staff,2/14/1995,1/1/9999
258643,Przemyslawa,Esposito,1/11/1965,Senior Engineer,2/27/1992,1/1/9999
259042,Xiaoqiang,Farrow,1/12/1965,Staff,1/1/1997,1/1/9999
259237,Palash,Gammage,1/27/1965,Senior Staff,10/23/1987,1/1/9999
259273,Xiahua,Gomatam,1/22/1965,Senior Engineer,12/1/1989,1/1/9999
259611,Shuichi,Marrakchi,1/27/1965,Senior Staff,8/21/1990,1/1/9999
259619,Conal,Magliocco,1/21/1965,Senior Staff,5/9/1992,1/1/9999
259718,Stepehn,Bouloucos,1/24/1965,Senior Staff,12/13/1993,1/1/9999
260083,Kwok,Journel,1/16/1965,Staff,12/22/1997,2/27/1999
260153,Mingdong,Baar,1/28/1965,Technique Leader,10/14/1991,1/1/9999
260249,Vugranam,Beausoleil,1/22/1965,Staff,5/14/1998,1/1/9999
260361,Reinhold,Rahier,1/25/1965,Engineer,10/9/1997,1/1/9999
260399,Hatem,Birsak,1/30/1965,Staff,4/10/1989,1/1/9999
260408,Sasan,Brookner,1/19/1965,Staff,9/3/1996,1/1/9999
260501,Dzung,Pargas,1/14/1965,Technique Leader,5/17/1990,1/1/9999
260545,Fei,Rebaine,1/29/1965,Senior Engineer,5/5/1995,4/19/1999
261184,Masako,Kornatzky,1/30/1965,Senior Engineer,8/29/1987,1/1/9999
